Приложение,Параллельность,Глубина,Запросы_всего,Запросы_успешные,Запросы_неудачные,Запросы_несовпадения,Первый_запрос_мс,Первая_пачка_мс,RPS,Среднее_время_мс,Мин_время_мс,Макс_время_мс,Медиана_мс,P90_мс,P95_мс,P99_мс,Тест_длительность_с,Среднее_CPU,Макс_CPU,Средняя_память_МБ,Макс_память_МБ,Время_запуска_с
graalvm-native-fixedThreads24AsyncNIO,128,16,3697,3697,0,0,139,179,1796.06,70,26,179,65,101,114,173,2.06,648.30,1009.00,3468.08,4477.98,1.94
graalvm-native-fixedThreads24AsyncNIO,128,32,1527,1527,0,0,313,352,713.06,177,67,349,161,234,318,343,2.14,589.30,922.00,4369.95,6522.35,1.97
graalvm-native-fixedThreads24AsyncNIO,128,64,732,732,0,0,486,826,250.46,393,87,1195,345,610,752,916,2.92,677.71,915.00,5570.22,7095.40,1.97
graalvm-native-fixedThreads24AsyncNIO,128,128,364,364,0,0,938,1260,107.55,919,588,1636,933,1056,1081,1613,3.38,890.69,1218.00,6323.81,8227.47,1.93
graalvm-native-fixedThreads24AsyncNIO,256,1,80693,80693,0,0,68,82,40126.45,6,0,213,5,10,13,28,2.01,667.80,977.00,1804.13,2363.49,1.93
graalvm-native-fixedThreads24AsyncNIO,256,16,3552,3552,0,0,284,301,1677.17,148,53,300,137,219,290,294,2.12,628.20,1003.00,3973.72,5491.55,1.93
graalvm-native-fixedThreads24AsyncNIO,256,32,1536,1536,0,0,384,501,715.65,348,163,494,352,479,483,486,2.15,619.40,941.00,5014.32,6864.31,1.92
graalvm-native-fixedThreads24AsyncNIO,256,64,730,730,0,0,812,1430,229.35,822,433,1453,824,1113,1158,1388,3.18,761.33,1031.00,6316.11,8215.28,1.93
graalvm-native-fixedThreads24AsyncNIO,256,128,378,378,0,0,1333,2495,89.01,1835,1269,2505,1947,2079,2129,2483,4.25,951.67,1348.00,6921.66,8480.31,1.92
graalvm-native-fixedThreads24AsyncNIO,512,1,82428,82428,0,0,103,120,40951.35,12,0,121,10,20,24,37,2.01,656.40,970.00,2353.49,3161.79,1.94
graalvm-native-fixedThreads24AsyncNIO,512,16,3409,3409,0,0,391,554,1526.92,324,122,546,303,499,504,510,2.23,646.18,1002.00,5027.29,6846.18,1.95
graalvm-native-fixedThreads24AsyncNIO,512,32,1536,1536,0,0,669,958,632.66,765,371,1210,775,929,952,1055,2.43,737.33,1097.00,5635.26,7776.08,1.93
graalvm-native-fixedThreads24AsyncNIO,512,64,954,954,0,0,1184,2623,206.66,1911,1177,3237,1861,2439,2577,2970,4.62,1012.70,1397.00,6960.62,8489.44,1.93
graalvm-native-fixedThreads24AsyncNIO,1024,1,81835,81835,0,0,156,178,40482.73,25,2,190,20,39,47,153,2.02,723.30,1069.00,2764.42,3700.35,1.93
graalvm-native-fixedThreads24AsyncNIO,1024,16,2998,2998,1,0,707,999,1263.53,758,300,1310,799,1030,1104,1180,2.37,641.73,1018.00,5055.17,7089.55,1.93
graalvm-native-fixedThreads24AsyncNIO,1024,32,1748,1748,3,0,1107,2558,465.86,1833,1099,2855,1864,2283,2359,2508,3.76,933.28,1423.00,6272.45,8485.23,1.92
graalvm-native-fixedThreads24AsyncNIO,2048,1,68746,68746,0,0,184,263,33754.51,59,3,282,48,89,98,244,2.04,590.70,900.00,3243.11,4365.76,1.93
graalvm-native-fixedThreads24AsyncNIO,2048,16,3205,3205,0,0,1220,2838,867.00,1878,1213,3133,1687,2553,2680,2908,3.70,963.17,1492.00,6105.77,8356.81,1.93
graalvm-native-fixedThreads24AsyncNIO,4096,1,62290,62290,1,0,238,370,29556.46,135,1,412,130,178,283,372,2.11,689.20,1037.00,3806.68,5688.30,1.93
graalvm-native-fixedThreads24AsyncNIO,4096,16,4096,4096,28,0,2256,6692,615.33,4992,2250,6696,5433,6488,6507,6674,6.70,1342.42,1951.00,6630.32,8491.41,1.94
graalvm-native-fixedThreads24AsyncNIO,8192,1,47183,47183,0,0,245,640,20343.65,372,0,720,330,530,610,689,2.32,633.64,971.00,4568.59,6872.50,1.94
graalvm-native-fixedThreads24AsyncNIO,8192,16,2273,2273,40,0,3220,7007,201.93,5530,3207,9253,5691,6894,6903,6977,7.01,1423.15,2311.00,6580.31,8477.56,1.96
graalvm-native-fixedThreads24AsyncNIO,16384,1,37146,37146,0,0,336,1356,14054.28,1015,0,1748,1077,1314,1342,1433,2.64,791.00,1215.00,4525.25,6629.65,1.95
graalvm-native-fixedThreads24AsyncNIO,16384,16,9426,2138,7423,0,3819,17010,367.60,9813,3796,19658,9560,13513,15052,16299,17.01,1916.05,2521.00,7473.41,8525.73,1.99
graalvm-native-fixedThreads24AsyncNIO,32768,1,32792,32792,0,0,1845,5857,5568.73,4682,1821,5830,4585,5383,5542,5795,5.89,1182.63,1760.00,3978.83,7411.86,1.95
graalvm-native-fixedThreads1024,32,1,31313,31313,0,0,24,25,15597.12,2,0,208,0,5,6,7,2.01,678.00,996.00,608.16,878.19,2.03
graalvm-native-fixedThreads1024,32,16,890,890,0,0,111,114,432.07,73,11,116,85,98,106,113,2.06,799.60,1207.00,682.07,907.13,2.07
graalvm-native-fixedThreads1024,32,32,1430,1430,0,0,140,142,663.60,47,15,246,34,112,152,181,2.15,623.70,1004.00,2726.56,3111.76,2.05
graalvm-native-fixedThreads1024,32,64,160,160,0,0,185,656,61.50,465,13,1256,431,848,1032,1255,2.60,118.49,129.00,1034.11,1155.45,2.03
graalvm-native-fixedThreads1024,32,128,165,165,0,0,323,648,62.02,435,34,1332,446,865,893,1306,2.66,279.08,335.00,2737.48,3487.98,2.03
graalvm-native-fixedThreads1024,64,1,86529,86529,0,0,40,41,43039.94,1,0,211,1,2,2,5,2.01,625.20,901.00,1360.16,1907.46,2.01
graalvm-native-fixedThreads1024,64,16,4006,4006,0,0,125,129,1992.86,31,8,168,25,50,66,142,2.01,619.10,939.00,2840.89,3645.21,2.01
graalvm-native-fixedThreads1024,64,32,1927,1927,0,0,167,195,949.45,67,27,261,61,90,168,191,2.03,615.80,953.00,3222.83,3932.45,2.02
graalvm-native-fixedThreads1024,64,64,307,307,0,0,278,706,113.73,469,13,1472,432,849,946,1105,2.70,234.15,258.00,1872.98,2110.46,1.99
graalvm-native-fixedThreads1024,64,128,306,306,0,0,546,725,113.30,435,145,1162,397,590,664,909,2.70,694.23,922.00,5463.60,6870.27,1.94
graalvm-native-fixedThreads1024,128,1,84182,84182,0,0,57,59,41665.52,3,0,207,2,4,5,22,2.02,745.80,1083.00,1383.21,1966.10,1.93
graalvm-native-fixedThreads1024,128,16,3624,3624,0,0,159,192,1779.40,71,27,191,68,98,111,185,2.04,638.20,995.00,3550.94,4428.07,1.94
graalvm-native-fixedThreads1024,128,32,1657,1657,0,0,265,294,788.86,159,98,293,148,200,262,287,2.10,610.00,961.00,4380.60,5846.17,2.13
graalvm-native-fixedThreads1024,128,64,776,776,0,0,477,852,270.53,375,172,1213,327,525,607,966,2.87,711.29,976.00,5598.32,6987.85,1.92
graalvm-native-fixedThreads1024,128,128,364,364,0,0,953,1107,101.76,918,575,1817,942,1053,1072,1612,3.58,790.59,1094.00,6435.32,8263.68,1.94
graalvm-native-fixedThreads1024,256,1,83975,83975,0,0,70,83,41728.47,6,0,215,4,9,12,32,2.01,680.20,1003.00,1883.43,2520.75,1.92
graalvm-native-fixedThreads1024,256,16,3546,3546,2,0,257,314,1707.45,147,45,313,140,196,301,307,2.08,617.30,986.00,3886.76,5072.77,1.93
graalvm-native-fixedThreads1024,256,32,1545,1545,0,0,402,527,700.99,353,197,525,338,479,485,520,2.20,644.27,953.00,5319.53,7392.45,1.93
graalvm-native-fixedThreads1024,256,64,746,746,0,0,815,1460,236.56,818,469,1491,830,966,1101,1297,3.15,762.40,1026.00,6273.53,8109.86,1.92
graalvm-native-fixedThreads1024,256,128,447,447,0,0,1323,2684,98.89,1879,1316,3030,1913,2138,2352,2526,4.52,970.50,1365.00,6985.60,8479.33,1.94
graalvm-native-fixedThreads1024,512,1,84357,84357,0,0,104,110,41820.34,12,0,213,9,20,26,42,2.02,654.20,968.00,2409.74,3252.91,1.93
graalvm-native-fixedThreads1024,512,16,3371,3371,0,0,405,547,1526.17,323,127,539,312,473,485,488,2.21,683.27,1028.00,5024.11,6795.64,1.93
graalvm-native-fixedThreads1024,512,32,1536,1536,0,0,674,949,616.43,775,460,1187,817,941,996,1083,2.49,754.75,1125.00,5606.94,7829.43,1.94
graalvm-native-fixedThreads1024,512,64,942,942,0,0,1181,2469,212.46,1822,1176,2860,1824,2217,2372,2679,4.43,999.23,1385.00,6903.39,8483.06,1.94
graalvm-native-fixedThreads1024,1024,1,85918,85918,0,0,132,155,42646.43,23,0,162,18,39,47,132,2.01,641.90,953.00,2912.19,3768.98,1.92
graalvm-native-fixedThreads1024,1024,16,3072,3072,0,0,691,971,1269.75,759,295,1195,802,955,987,1070,2.42,677.25,1008.00,5481.34,7643.20,1.94
graalvm-native-fixedThreads1024,1024,32,122,122,0,0,1098,2748,44.39,1271,1090,1361,1285,1357,1359,1361,2.75,395.77,505.00,4329.64,6275.32,3.89
graalvm-native-fixedThreads1024,2048,1,70701,70701,0,0,175,258,34616.35,58,5,258,50,84,92,238,2.04,595.80,919.00,3349.02,4430.98,1.92
graalvm-native-fixedThreads1024,2048,16,3238,3238,1,0,1357,2660,853.33,1895,764,3341,1823,2614,2640,2936,3.80,930.28,1465.00,6014.09,8134.18,1.93
graalvm-native-fixedThreads1024,4096,1,55281,55281,1,0,240,366,26427.48,152,0,415,147,193,286,361,2.09,573.70,874.00,3868.80,5639.77,2.00
graalvm-native-fixedThreads1024,4096,16,4096,4096,20,0,2641,6594,623.61,5094,2635,6594,5272,6313,6449,6588,6.60,1314.67,1919.00,6618.89,8491.85,1.97
graalvm-native-fixedThreads1024,8192,1,49266,49266,1,0,328,666,21256.49,361,0,747,341,534,640,711,2.32,616.73,973.00,4453.74,6875.91,1.95
graalvm-native-fixedThreads1024,8192,16,1925,1925,31,0,3402,7010,154.35,5438,3385,9979,5440,6722,6805,6955,7.01,1362.86,2264.00,6511.34,8475.76,1.97
graalvm-native-fixedThreads1024,16384,1,36301,36301,0,0,359,1458,13621.05,1058,0,1973,1084,1311,1403,1451,2.67,777.38,1235.00,4375.15,6377.49,1.85
graalvm-native-fixedThreads1024,16384,16,9168,2072,7242,0,5681,17012,391.12,11662,5655,19425,11748,16226,16623,16810,17.01,1983.03,2528.00,7348.74,8495.89,1.89
graalvm-native-fixedThreads1024,32768,1,33440,33440,0,0,763,3350,9801.17,2637,33,3375,2717,3158,3242,3321,3.41,933.25,1445.00,2563.36,4249.34,1.84
